9,10/1/2011,1,0,1,0,1,1,1,0.150833,0.150888,0.482917,0.223267,41,1280,1321,2,3,1,7,4,1,3,20,1,7,5,7,4,1,0,0,0,0,0,0,0,0,0,0,30,46,10,25,36,25,19,18,9,16,35,16,1,0,0,0,50,49,20,27,14,32,13,7,8,0,0,21,20,32,5,14,13,19,13,19,28,18,14,17,7,4,25,26,28,0,0,0,0,3,4,11,24,0,0,0,0,0,0,0,0,0,5,4,7,5,2,3,0,12,17,0,0,3,3,0,9,0,3,0,14,3,23,14,9,17,10,7,6,5,10,6,21,0,0,8,2,17,27,20,0,16,35,15,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1298,31200
10,11/1/2011,1,0,1,0,2,1,2,0.169091,0.191464,0.686364,0.122132,43,1220,1263,1,1,4,4,2,3,0,23,0,11,3,3,5,1,0,0,0,0,0,0,0,0,0,0,25,55,13,28,34,28,27,21,9,17,28,17,1,0,0,0,44,34,20,33,11,24,11,6,10,0,1,18,32,36,5,14,15,24,13,9,20,10,15,20,9,4,16,12,34,0,0,0,0,3,2,15,15,0,0,0,0,0,0,0,0,0,4,2,5,2,2,9,0,14,10,2,0,2,1,0,10,4,3,0,17,1,24,9,6,7,5,9,6,8,5,7,28,0,0,8,4,14,25,15,0,14,32,14,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,1231,31101
11,12/1/2011,1,0,1,0,3,1,1,0.172727,0.160473,0.599545,0.304627,25,1137,1162,1,4,0,2,3,1,0,20,0,8,3,6,2,1,0,0,0,0,0,0,0,0,0,0,16,37,8,22,31,18,21,24,14,4,25,21,1,0,0,0,40,36,18,26,15,39,12,5,12,3,3,21,21,23,4,16,9,20,12,10,19,22,17,22,10,4,32,21,17,0,0,0,0,2,7,7,15,0,0,0,0,0,0,0,0,0,4,2,1,5,1,2,0,14,15,3,0,0,0,1,11,0,3,0,19,2,18,10,7,13,7,9,9,4,2,4,26,0,0,6,2,14,26,19,0,7,24,16,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1141,31200
12,1/13/2011,1,0,1,0,4,1,1,0.165,0.150883,0.470417,0.301,38,1368,1406,1,2,3,4,2,1,0,21,2,13,4,5,5,2,0,0,0,0,0,0,0,0,0,0,29,50,15,28,39,30,23,23,12,10,39,19,4,0,0,0,48,33,17,27,16,37,5,13,15,0,0,16,23,40,4,13,8,29,13,12,19,20,20,24,12,8,24,23,33,0,0,0,0,4,7,16,24,0,0,0,0,0,0,0,0,0,5,3,6,1,1,4,0,10,14,4,0,1,3,0,15,2,2,0,19,2,30,19,12,8,6,7,11,10,12,9,34,0,0,10,2,20,31,18,0,14,27,18,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1383,31101
13,1/14/2011,1,0,1,0,5,1,1,0.16087,0.188413,0.537826,0.126548,54,1367,1421,0,4,1,8,3,1,3,16,1,7,5,8,2,5,0,0,0,0,0,0,0,0,0,0,27,42,20,29,64,23,15,29,12,14,33,20,2,0,0,0,55,24,16,31,14,33,8,7,8,0,1,20,33,42,8,19,6,20,11,16,28,24,19,30,8,9,19,27,28,0,0,0,0,2,11,20,15,0,0,0,0,0,0,0,0,0,4,6,5,4,0,5,0,17,17,3,0,3,3,0,17,3,2,0,17,1,29,16,18,12,5,8,6,6,4,6,20,0,0,9,2,15,26,24,0,10,35,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1384,31104
14,1/15/2011,1,0,1,0,6,0,2,0.233333,0.248112,0.49875,0.157963,222,1026,1248,2,2,3,6,3,2,3,13,4,6,8,1,1,5,0,0,0,0,0,0,0,0,0,0,5,27,26,34,45,26,20,26,19,15,24,39,6,0,0,0,49,47,21,29,3,18,0,10,7,1,2,15,11,44,4,0,6,11,9,6,12,13,20,8,14,3,6,21,20,0,0,0,0,13,8,15,9,0,0,0,0,0,0,0,0,0,8,9,6,12,6,4,0,16,17,4,0,2,2,0,12,7,2,0,16,8,27,9,16,13,20,11,4,13,10,20,33,0,0,10,1,15,25,8,0,22,15,9,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1240,31200
15,1/16/2011,1,0,1,0,0,0,1,0.231667,0.234217,0.48375,0.188433,251,953,1204,0,5,4,4,5,0,2,4,4,4,5,0,2,5,0,0,0,0,0,0,0,0,0,0,11,22,18,31,62,23,22,19,3,12,27,26,5,0,0,0,47,44,25,20,2,12,0,8,3,1,1,11,11,42,6,3,10,13,23,6,8,21,26,5,10,1,4,21,38,0,0,0,0,16,15,22,5,0,0,0,0,0,0,0,0,0,8,6,5,7,1,7,0,20,14,3,0,2,1,0,27,3,2,0,18,3,33,16,12,14,12,8,2,6,25,12,18,0,0,15,2,16,20,8,0,8,19,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1188,31104
16,1/17/2011,1,0,1,1,1,0,2,0.175833,0.176771,0.5375,0.194017,117,883,1000,1,5,4,1,4,3,3,3,3,1,2,0,1,1,0,0,0,0,0,0,0,0,0,0,8,27,12,19,45,18,16,28,9,13,34,15,2,0,0,0,51,29,16,24,2,14,0,9,6,2,1,11,12,28,2,2,7,12,10,3,14,9,16,13,5,5,12,24,35,0,0,0,0,1,6,15,8,0,0,0,0,0,0,0,0,0,7,3,6,5,4,7,0,10,13,2,0,1,1,1,19,1,1,0,14,2,36,10,11,10,9,6,1,8,8,11,14,0,0,5,4,12,17,8,0,11,26,5,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,993,31200
17,1/18/2011,1,0,1,0,2,1,2,0.216667,0.232333,0.861667,0.146775,9,674,683,0,3,0,2,0,0,1,8,0,4,1,4,2,1,0,0,0,0,0,0,0,0,0,0,12,17,4,12,22,7,8,8,4,3,13,10,1,0,0,0,31,16,4,21,12,25,10,2,8,0,1,10,30,9,3,8,5,5,15,7,11,12,4,13,4,2,21,12,14,0,0,0,0,3,3,8,11,0,0,0,0,0,0,0,0,0,1,5,1,4,0,0,0,5,8,1,0,0,0,0,4,1,1,0,17,1,19,6,6,6,2,5,4,1,3,4,13,0,0,6,0,3,7,14,0,4,24,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,672,31200
18,1/19/2011,1,0,1,0,3,1,2,0.292174,0.298422,0.741739,0.208317,78,1572,1650,0,3,3,2,0,1,0,21,1,10,3,6,3,4,0,0,0,0,0,0,0,0,0,0,30,55,15,34,51,31,23,20,20,17,49,26,1,0,0,0,50,46,17,33,25,39,17,11,14,0,4,29,32,45,3,21,15,28,16,17,36,22,19,35,15,6,37,35,33,0,0,0,0,7,19,21,19,0,0,0,0,0,0,0,0,0,8,7,8,9,6,8,0,19,19,5,0,0,3,1,17,4,4,0,20,0,21,15,14,19,4,5,6,7,9,5,34,0,0,7,0,20,28,28,0,13,38,23,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1631,31101
19,1/20/2011,1,0,1,0,4,1,2,0.261667,0.25505,0.538333,0.195904,83,1844,1927,1,3,4,3,5,2,2,25,3,9,7,10,8,4,0,0,0,0,0,0,0,0,0,0,39,59,20,33,56,38,34,26,16,21,42,32,4,0,0,0,69,52,20,45,26,37,19,13,16,0,4,40,38,39,15,17,19,29,23,20,32,23,27,45,12,6,31,40,39,0,0,0,0,3,17,23,30,0,0,0,0,0,0,0,0,0,5,14,9,11,4,10,0,21,21,6,0,0,4,2,14,5,5,0,19,3,34,16,14,18,3,8,12,5,14,14,38,0,0,15,2,20,26,24,0,16,52,32,0,0,0,0,0,1,0,0,0,0,0,1,1,2,0,0,1896,31200
20,1/21/2011,1,0,1,0,5,1,1,0.1775,0.157833,0.457083,0.353242,75,1468,1543,0,5,2,3,4,1,3,21,3,7,4,3,2,6,0,0,0,0,0,0,0,0,0,0,25,50,21,29,47,18,27,24,12,21,42,23,3,0,0,0,55,40,22,36,14,33,16,13,12,0,1,36,28,37,4,11,13,18,16,15,28,18,23,30,12,9,31,27,38,0,0,0,0,6,9,16,25,0,0,0,0,0,0,0,0,0,5,4,5,7,5,7,0,19,16,3,0,2,2,2,20,4,4,0,12,1,41,16,13,15,6,7,6,5,10,13,31,0,0,2,3,16,34,23,0,11,27,25,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1522,31200
21,1/22/2011,1,0,1,0,6,0,1,0.0591304,0.0790696,0.4,0.17197,93,888,981,0,2,3,3,2,0,3,7,1,1,4,1,2,2,0,0,0,0,0,0,0,0,0,0,6,38,21,14,47,28,19,25,9,17,27,21,2,0,0,0,22,31,11,32,3,15,0,10,8,3,2,4,9,25,0,1,1,8,6,0,7,12,18,10,7,3,9,17,28,0,0,0,0,7,8,16,9,0,0,0,0,0,0,0,0,0,5,3,6,4,0,8,0,11,11,3,0,0,2,2,20,2,2,0,10,4,32,7,7,14,10,11,9,2,11,14,28,0,0,8,3,12,21,10,0,14,12,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,969,31104
22,1/23/2011,1,0,1,0,0,0,1,0.0965217,0.0988391,0.436522,0.2466,150,836,986,0,3,5,1,5,1,6,4,2,2,2,2,1,6,0,0,0,0,0,0,0,0,0,0,10,31,21,33,42,26,38,24,6,21,31,22,2,0,0,0,48,36,15,29,3,6,1,9,5,2,1,7,10,30,2,4,5,5,2,5,9,9,14,4,2,3,15,13,25,0,0,0,0,14,2,10,5,0,0,0,0,0,0,0,0,0,6,0,5,7,2,8,0,14,10,5,0,0,2,1,21,3,4,0,9,2,32,9,8,12,12,10,5,1,8,3,16,0,0,10,1,4,14,7,0,7,18,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,977,31200
23,1/24/2011,1,0,1,0,1,1,1,0.0973913,0.11793,0.491739,0.15833,86,1330,1416,1,4,2,3,2,0,2,16,0,8,7,4,4,2,0,0,0,0,0,0,0,0,0,0,20,45,16,21,44,26,36,20,10,15,71,19,3,0,0,0,52,33,22,29,20,40,12,8,8,1,6,26,34,27,6,12,10,18,24,17,32,19,9,22,5,6,15,19,18,0,0,0,0,3,15,13,15,0,0,0,0,0,0,0,0,0,3,7,4,5,3,4,0,11,11,1,0,2,3,0,9,2,6,0,15,4,33,18,9,21,8,9,8,3,8,13,31,0,0,6,5,17,35,23,0,15,32,20,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,1405,31110
24,1/25/2011,1,0,1,0,2,1,2,0.223478,0.234526,0.616957,0.129796,186,1799,1985,0,5,2,3,0,0,3,15,1,5,6,6,3,2,0,0,0,0,0,0,0,0,0,0,31,61,21,31,69,33,55,30,16,21,97,25,2,0,0,0,85,55,37,48,25,44,25,11,17,1,3,29,42,47,11,26,18,31,29,16,41,27,19,32,10,2,23,45,38,0,0,0,0,5,17,21,29,0,0,0,0,0,0,0,0,0,9,9,9,14,7,10,0,19,16,3,0,2,4,1,19,1,4,0,22,2,37,22,18,22,10,9,12,2,11,13,36,0,0,10,5,19,30,29,0,15,40,26,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1971,31110
25,1/26/2011,1,0,1,0,3,1,3,0.2175,0.2036,0.8625,0.29385,34,472,506,1,1,0,2,0,1,0,6,1,2,3,1,2,0,0,0,0,0,0,0,0,0,0,0,11,21,8,11,24,8,14,9,9,3,24,4,0,0,0,0,18,13,12,11,4,18,5,5,1,0,2,8,11,13,1,8,4,6,5,8,15,4,3,13,0,1,7,4,11,0,0,0,0,0,5,5,3,0,0,0,0,0,0,0,0,0,2,2,0,1,0,4,0,8,4,0,0,0,1,0,10,1,1,0,3,1,8,3,2,2,2,2,3,1,3,4,6,0,0,2,0,3,6,4,0,7,8,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,500,31104
26,1/27/2011,1,0,1,0,4,1,1,0.195,0.2197,0.6875,0.113837,15,416,431,0,0,0,2,0,1,1,6,0,2,0,1,2,0,0,0,0,0,0,0,0,0,0,0,17,11,4,4,13,4,6,8,1,2,5,7,0,0,0,0,20,15,9,8,6,10,3,1,0,0,2,10,13,8,1,4,1,8,3,7,6,7,4,8,1,1,10,14,9,0,0,0,0,1,5,3,11,0,0,0,0,0,0,0,0,0,1,3,1,1,0,1,0,0,4,3,0,1,0,0,4,0,0,0,3,0,13,4,2,8,6,1,3,4,1,3,12,0,0,4,0,3,6,6,0,3,11,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,424,31200
27,1/28/2011,1,0,1,0,5,1,2,0.203478,0.223317,0.793043,0.1233,38,1129,1167,0,3,1,3,0,1,2,15,0,5,6,4,4,0,0,0,0,0,0,0,0,0,0,0,17,46,14,19,40,25,15,33,16,12,30,20,2,0,0,0,40,39,16,26,9,26,13,11,6,0,2,21,22,26,4,9,9,15,14,11,22,17,10,25,5,4,20,11,23,0,0,0,0,2,13,22,13,0,0,0,0,0,0,0,0,0,1,4,2,5,2,4,0,12,10,3,0,2,1,0,14,4,0,0,12,0,18,12,14,12,12,9,6,4,3,10,21,0,0,13,1,12,26,13,0,14,26,9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1151,31101
28,1/29/2011,1,0,1,0,6,0,1,0.196522,0.212126,0.651739,0.145365,123,975,1098,0,4,0,3,3,0,4,4,0,3,7,5,0,2,0,0,0,0,0,0,0,0,0,0,6,28,20,33,50,30,17,37,4,15,25,27,4,0,0,0,43,41,13,27,4,20,4,10,13,0,1,11,12,30,1,6,6,8,16,4,19,7,20,12,10,2,9,13,30,0,0,0,0,6,1,16,6,0,0,0,0,0,0,0,0,0,4,2,6,7,1,6,0,15,14,4,0,0,2,1,22,1,2,0,11,2,31,5,7,15,10,7,3,4,9,16,20,0,0,17,1,12,17,10,0,6,17,5,0,0,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1070,31104
29,1/30/2011,1,0,1,0,0,0,1,0.216522,0.250322,0.722174,0.0739826,140,956,1096,2,2,1,4,3,1,4,4,1,0,2,2,3,5,0,0,0,0,0,0,0,0,0,0,9,32,20,28,43,27,17,20,11,14,20,21,4,0,0,0,41,39,16,27,8,8,3,7,16,5,1,15,12,36,4,5,6,9,13,3,8,7,19,6,9,2,8,35,34,0,0,0,0,10,9,14,9,0,0,0,0,0,0,0,0,0,2,2,7,7,0,12,0,14,15,7,0,2,2,0,22,6,3,0,8,0,33,16,8,10,7,8,3,2,8,8,22,0,0,10,2,14,24,16,0,13,19,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1084,31104
30,1/31/2011,1,0,1,0,1,1,2,0.180833,0.18625,0.60375,0.187192,42,1459,1501,0,3,1,2,2,0,0,25,0,9,15,5,3,1,0,0,0,0,0,0,0,0,0,0,26,36,14,24,49,27,19,28,17,16,37,22,0,0,0,0,36,44,16,27,12,31,16,13,13,0,2,26,25,39,3,16,12,30,18,16,27,22,18,24,8,3,32,28,27,0,0,0,0,2,11,17,25,0,0,0,0,0,0,0,0,0,2,7,4,8,4,8,0,18,14,2,0,1,3,0,21,1,2,0,8,3,30,12,8,16,8,7,8,5,10,9,31,0,0,10,5,18,33,19,0,9,33,19,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1418,31104
31,1/2/2011,1,0,2,0,2,1,2,0.192174,0.23453,0.829565,0.053213,47,1313,1360,0,4,1,1,1,0,2,17,2,8,4,6,2,3,0,0,0,0,0,0,0,0,0,0,21,37,16,20,42,23,14,26,17,12,33,13,1,0,0,0,53,38,19,28,9,39,11,12,16,1,1,30,38,33,3,16,12,25,20,14,30,19,15,22,10,4,27,20,12,0,0,0,0,4,8,22,26,0,0,0,0,0,0,0,0,0,4,6,2,8,5,0,0,13,13,3,0,1,0,1,13,2,6,0,15,1,24,17,15,15,9,7,11,4,8,4,31,0,0,14,3,15,24,19,0,11,25,18,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1331,31200
32,2/2/2011,1,0,2,0,3,1,2,0.26,0.254417,0.775417,0.264308,72,1454,1526,2,4,1,2,0,0,1,20,1,9,5,5,5,4,0,0,0,0,0,0,0,0,0,0,27,43,26,30,43,32,25,30,20,13,45,17,1,0,0,0,48,46,15,36,16,35,19,13,12,2,4,27,32,31,6,19,15,16,17,16,29,22,15,23,8,4,28,24,31,0,0,0,0,5,16,11,25,0,0,0,0,0,0,0,0,0,5,8,4,8,3,3,0,23,14,1,0,0,0,4,13,1,5,0,14,4,37,16,16,18,12,9,6,6,7,6,29,0,0,13,6,17,31,22,0,9,35,18,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1502,31200
33,3/2/2011,1,0,2,0,4,1,1,0.186957,0.177878,0.437826,0.277752,61,1489,1550,0,4,1,2,1,1,2,21,0,7,4,7,3,4,0,0,0,0,0,0,0,0,0,0,35,51,19,28,54,32,14,22,14,14,39,20,0,0,0,0,54,44,23,37,26,43,19,9,18,1,3,30,42,39,8,12,11,23,26,12,31,20,26,32,7,5,27,25,22,0,0,0,0,6,13,19,22,0,0,0,0,0,0,0,0,0,2,6,4,7,2,5,0,18,17,3,0,0,1,1,15,5,4,0,13,1,26,17,10,18,8,8,7,7,10,4,29,0,0,12,1,12,33,22,0,10,32,23,0,0,1,0,1,1,0,1,0,0,0,1,1,1,0,0,1534,31104
34,4/2/2011,1,0,2,0,5,1,2,0.211304,0.228587,0.585217,0.127839,88,1620,1708,1,4,3,3,4,1,1,21,1,10,8,6,3,6,0,0,0,0,0,0,0,0,0,0,28,52,19,28,59,43,22,28,20,18,51,22,2,0,0,0,57,45,23,36,20,31,14,10,13,0,3,30,40,37,7,20,13,14,15,27,28,19,15,33,16,7,28,25,27,0,0,0,0,3,11,18,18,0,0,0,0,0,0,0,0,0,3,7,9,6,3,7,0,23,16,2,0,3,4,2,24,4,6,0,19,2,37,22,12,16,9,7,12,6,12,9,33,0,0,11,5,17,28,34,0,22,43,36,0,0,2,0,1,1,0,1,0,0,0,2,2,2,2,0,1691,31104
35,5/2/2011,1,0,2,0,6,0,2,0.233333,0.243058,0.929167,0.161079,100,905,1005,0,8,4,5,4,1,5,3,6,1,9,2,7,4,0,0,0,0,0,0,0,0,0,0,8,21,18,21,36,19,20,24,6,11,17,13,1,0,0,0,27,32,15,12,2,10,2,9,6,1,3,11,6,30,6,3,6,8,7,4,12,11,16,14,10,6,6,22,20,0,0,0,0,3,9,13,5,0,0,0,0,0,0,0,0,0,5,6,7,10,3,11,0,14,14,3,0,2,2,2,13,5,7,0,12,7,40,3,7,12,10,13,6,1,11,14,20,0,0,12,7,8,20,14,0,20,13,7,0,0,1,0,1,1,0,1,0,0,0,1,1,1,3,0,992,31602
36,6/2/2011,1,0,2,0,0,0,1,0.285833,0.291671,0.568333,0.1418,354,1269,1623,1,4,6,5,6,5,7,8,3,4,6,3,4,5,0,0,0,0,0,0,0,0,0,0,10,48,39,49,68,36,27,26,12,21,31,32,12,0,0,0,67,61,16,38,6,13,2,11,12,0,2,11,12,42,10,15,20,7,19,11,19,14,21,7,27,5,15,39,27,0,0,0,0,23,18,18,7,0,0,0,0,0,0,0,0,0,14,7,4,10,7,11,0,25,19,11,0,2,1,3,20,0,1,0,16,3,48,14,5,12,20,19,4,10,13,24,40,0,0,20,3,16,34,20,0,18,23,11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1603,31104
37,7/2/2011,1,0,2,0,1,1,1,0.271667,0.303658,0.738333,0.0454083,120,1592,1712,0,4,6,5,1,2,2,23,3,7,7,3,6,2,0,0,0,0,0,0,0,0,0,0,25,51,20,28,51,29,35,25,13,19,52,20,2,0,0,0,57,39,20,24,27,41,13,16,13,0,1,27,41,51,8,12,19,19,22,19,33,24,17,34,9,10,23,27,26,0,0,0,0,8,16,20,20,0,0,0,0,0,0,0,0,0,5,7,9,10,4,12,0,21,17,4,0,1,4,4,17,0,4,0,16,6,38,23,13,24,10,13,6,9,8,12,28,0,0,9,4,20,33,25,0,20,46,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1687,31200
38,8/2/2011,1,0,2,0,2,1,1,0.220833,0.198246,0.537917,0.36195,64,1466,1530,3,1,1,4,3,0,5,23,1,15,8,4,7,2,0,0,0,0,0,0,0,0,0,0,28,51,11,22,44,23,25,19,9,19,55,20,1,0,0,0,52,52,19,38,27,44,17,14,13,0,3,27,24,31,6,18,12,23,12,19,31,16,20,30,6,6,23,23,33,0,0,0,0,2,12,13,27,0,0,0,0,0,0,0,0,0,2,6,5,7,4,4,0,17,13,4,0,0,4,3,22,2,4,0,13,0,25,21,16,15,5,8,3,6,13,4,31,0,0,10,3,14,27,20,0,20,43,18,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1510,31110
